author_name,username,profile_type,post_id,published_at,content,likes,comments,shares,engagement_total,comment_to_like_ratio,media_type,hashtags,post_url
David Lipscomb,david-lipscomb-26617717,competitor,7070139544901201920,2023-06-01 20:50:24.345,"Originators need to continue to cut loan production costs!  Using the MBA 1Q23 report section B, there were 312 firms participating in the survey. The Loan Prod costs of $13,171 per loan, grossed up to all firms is about $5.2B of total expense.  Assuming loan volumes and margins in 2Q will remain flat to 1Q, that means the industry needs to cut an ADDITIONAL 15% of cost out of the $5.2B just to break-even!  
> We can't control margins or revenues, but we can control costs.",8,1,0,9,12.50,text,[],https://www.linkedin.com/posts/david-lipscomb-26617717_05-22-2023-the-mba-2023-q1-quarterly-performance-activity-7070139544901201920-Xguo
Peter Dion,peter-dion-13040855,competitor,7069798988954112001,2023-05-31 22:17:09.374,Providing financial transparency in the consumer legal space,5,0,0,5,0.00,text,[],https://www.linkedin.com/posts/peter-dion-13040855_providing-financial-transparency-in-the-consumer-activity-7069798988954112001-oAqo
John Schweitzer,johnhschweitzer,competitor,7069683073029726208,2023-05-31 14:36:32.97,"Mark Krasner way to go, Patriot, this is awesome! 😎",1,0,0,1,0.00,text,[],https://www.linkedin.com/posts/johnhschweitzer_dear-patrick-henry-alumnifriends-of-phhs-activity-7069683073029726208-EzQF
Nita Morales,nita-morales,competitor,7069373389882150912,2023-05-30 18:05:58.754,"🇻🇪  ESP
Acabo de ver un post de una encuesta sobre políticas para el uso de inteligencia artificial en empresas, las respuestas eran del estilo:
1. No necesitamos una política 
2. Trabajando en ello, etc. 

Y en los comentarios un montón de CEOs diciendo que no permitían el uso de inteligencias artificiales en sus empresas. 

No soy una experta en esto - y además en este momento, desconfío de cualquiera que se denomine así - pero mi intuición me dice que descontar completamente el uso de AI es la fórmula perfecta para perder, perder frente a competidores, perder a talento capaz, perder eficiencia.

No tengo claro aún cómo debe manejarse, quizás la creación de políticas es un buen primer paso. Pero creo que la inteligencia artificial llegó para quedarse y que taparnos los ojos y enfurruñarnos en una esquina no es la solución. 

🇺🇸 ENG
I just saw a post about a survey on policies for the use of artificial intelligence in companies, with responses like:
1. We don't need a policy
2. Working on it, etc. 

And in the comments, a lot of CEOs were saying that they don't allow the use of artificial intelligence in their companies.

I'm not an expert on this - and right now, I'm skeptical of anyone who calls themselves that - but my intuition tells me that completely discounting the use of AI is the perfect formula for losing - losing against competitors, losing capable talent, losing efficiency.

I'm not yet clear on how it should be managed, maybe the creation of policies is a good first step. But I do believe that artificial intelligence is here to stay and that turning a blind eye and sulking in a corner is not going to do businesses any good.

#ai #artificialintelligence #inteligenciaartificial #ia",9,2,0,11,22.22,text,"[""#ai"", ""#artificialintelligence"", ""#inteligenciaartificial"", ""#ia""]",https://www.linkedin.com/posts/nita-morales_ai-artificialintelligence-inteligenciaartificial-activity-7069373389882150912-_NlN
Steve Bashmakov,steve-bashmakov-cpa-69b487,competitor,7069032221889687552,2023-05-29 19:30:17.966,Special day for all of us to remember!,19,1,0,20,5.26,text,[],https://www.linkedin.com/posts/steve-bashmakov-cpa-69b487_memorialday-neverforget-usclaims-activity-7069032221889687552-VLdi
Hana Khaled,hana-khaled,competitor,7069012284785754112,2023-05-29 18:11:04.59,Misty Remley is #hiring. Know anyone who might be interested?,5,0,0,5,0.00,text,"[""#hiring""]",https://www.linkedin.com/posts/hana-khaled_hiring-activity-7069012284785754112-GNEQ
James Beltz,james-k-beltz-aa64613,competitor,7067572629536182272,2023-05-25 18:50:23.819,"Summer weather is officially here, so it’s time to switch out my snow skis for a surfboard! 

Nothing beats a Minnesota summer and spending time with my family. Can’t wait to hit the water with my kids!",59,1,0,60,1.69,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_summer-weather-is-officially-here-so-it-activity-7067572629536182272-E737
Trina Finton,trinafinton,competitor,7066853644276543488,2023-05-23 19:13:24.587,Taking this time to work and practice some new skills. I used to use Balsamiq and Mockitt but was thinking of learning Figma. Any thoughts as to your favorite Wireframing tool?,0,3,0,3,0,text,[],https://www.linkedin.com/posts/trinafinton_taking-this-time-to-work-and-practice-some-activity-7066853644276543488-s4u8
Lisa Decook,lisa-decook-5b12764,competitor,7066595348437245952,2023-05-23 02:07:02.06,"I'm in search of a Controller to lead the accounting team across our growing financial services companies. We're looking for someone with 10+ years of relevant accounting experience in public or corporate accounting, with a CPA. Strong knowledge and application of GAAP concepts is important to this position, and audit experience is highly preferred. Must have the ability to manage teams and build a culture of accountability, collaboration and fun. If this sounds like you or someone you know, contact me ASAP!

https://lnkd.in/dk4X_EG7",17,0,0,17,0.00,text,[],https://www.linkedin.com/posts/lisa-decook-5b12764_im-in-search-of-a-controller-to-lead-the-activity-7066595348437245952-H7OG
Hana Khaled,hana-khaled,competitor,7066137451228000256,2023-05-21 19:47:30.858,We’re #hiring. Know anyone who might be interested?,2,0,0,2,0.00,text,"[""#hiring""]",https://www.linkedin.com/posts/hana-khaled_hiring-activity-7066137451228000256-0dv9
Tracey Grose,tracey-grose-3844438,competitor,post_1761451017516,2023-05-20 23:38:44.041,I’m #hiring. Know anyone who might be interested?,20,0,11,31,0.00,text,"[""#hiring""]",https://www.linkedin.com/posts/tracey-grose-3844438_hiring-ugcPost-7065833251709280256-kArA
Tracey Grose,tracey-grose-3844438,competitor,7065833252367822848,2023-05-20 23:38:44.041,I’m #hiring. Know anyone who might be interested?,20,0,11,31,0.00,text,"[""#hiring""]",https://www.linkedin.com/posts/tracey-grose-3844438_hiring-activity-7065833252367822848-ci81
Trina Finton,trinafinton,competitor,7065062997500559360,2023-05-18 20:38:01.127,"Hi! I have received the news that I have been laid off (our entire team). I am looking for a new opportunity immediately. I am looking for a Senior Product Owner position. I have over 20 years in IT and 10 in Product Ownership. I am incredibly good at interacting with clients, finding out their needs and translating those needs to a team of engineers to create software to meet those needs. I am a Certified Scrum Product Owner and use Continuous Integration to improve our processes. I love challenges, getting people to communicate and creating amazing work!",24,11,7,42,45.83,text,[],https://www.linkedin.com/posts/trinafinton_hi-i-have-received-the-news-that-i-have-activity-7065062997500559360-bhaA
James Beltz,james-k-beltz-aa64613,competitor,7064691049130065921,2023-05-17 20:00:01.725,"The Mustang Litigation Funding team recently attended the Treasure Coast Justice Association Gala in Stuart, Florida.

Posh Jesmer and Jason T. Reese spoke with Treasure Coast attorneys and got to hear from Gary S. Lesser, President of the Florida Bar during the event.

There’s been some big #TortReform news in Florida recently, and I’m glad our team could be there to answer questions and help legal teams understand how it will impact the litigation finance industry.",36,3,0,39,8.33,text,"[""#TortReform""]",https://www.linkedin.com/posts/james-k-beltz-aa64613_tortreform-activity-7064691049130065921-f71y
Mike Bogansky,mike-bogansky-714b594,competitor,7064638632610942976,2023-05-17 16:31:44.653,"We are looking to expand our talented sales team at cartiga°!  Any prior financial services direct sales experience would be a plus, but it's not required. If you are interested, please reach out.",12,0,1,13,0.00,text,[],https://www.linkedin.com/posts/mike-bogansky-714b594_we-are-looking-to-expand-our-talented-sales-activity-7064638632610942976-G49Z
James Beltz,james-k-beltz-aa64613,competitor,7061775729859969027,2023-05-09 18:55:35.447,Looking for investment analysts in Minneapolis market 2-4 years finance experience post-undergrad. Please message me with any recommendations. Thx.,13,0,1,14,0.00,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_looking-for-investment-analysts-in-minneapolis-activity-7061775729859969027-cnyu
James Beltz,james-k-beltz-aa64613,competitor,7061693803702718464,2023-05-09 13:30:02.729,"The need for plaintiff pre-settlement funding is likely to increase in Florida now that the state has passed sweeping tort reform legislation where Letters of Protection are essentially gone for underinsured and uninsured individuals. 

When a plaintiff is injured in an accident or needs immediate medical help, they can’t wait for a settlement. Mustang Litigation Funding was born out of a need for more ethical and institutionalized partners in the litigation funding space and our team is ready to support attorneys and plaintiffs with financial constraints during litigation.

#TortReform #Florida",12,0,0,12,0.00,text,"[""#TortReform"", ""#Florida""]",https://www.linkedin.com/posts/james-k-beltz-aa64613_legislature-passes-comprehensive-tort-legislation-activity-7061693803702718464-RB24
Jessica Weidman,jess-gordon3333,competitor,7061465874095886336,2023-05-08 22:24:20.076,Please vote for my amazing team!!!!,6,0,0,6,0.00,text,[],https://www.linkedin.com/posts/jess-gordon3333_voteforus-thelegalintelligencer-activity-7061465874095886336-gp2E
Lisa Decook,lisa-decook-5b12764,competitor,7060316832460664832,2023-05-05 18:18:27.202,"Accounting Peeps- We're looking for a Junior Staff Accountant to work in our Rye Brook, NY office of Probate Advance. It's a great opportunity to join a growing start-up that is P.E. backed, and help grow the company while you grow your career!  Do you or someone you know fit this position? Contact me!
https://lnkd.in/gepcSZXE",6,1,4,11,16.67,text,[],https://www.linkedin.com/posts/lisa-decook-5b12764_accounting-peeps-were-looking-for-a-junior-activity-7060316832460664832-a6Do
James Beltz,james-k-beltz-aa64613,competitor,7059904507572326401,2023-05-04 15:00:01.288,"Ethics are an important part of who we are and what we do at Mustang Litigation Funding. 

That’s why we’re members of both the The Alliance for Responsible Consumer Legal Funding and American Legal Finance Association. Each organization has a unique perspective on how the industry should be run, and being a member of both ensures we act in the most ethical and trustworthy way possible.",21,0,1,22,0.00,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_ethics-are-an-important-part-of-who-we-are-activity-7059904507572326401-3nsh
Gary Amos,gary-amos,competitor,7058860964917440512,2023-05-01 17:53:21.331,"Proud to announce Golden Pear Funding's sponsorship of the 2023 #NYSTLA Law Day Dinner. 

A special evening where we honor the commitment to justice of U.S. House Democratic Leader Hakeem Jeffries and N.Y.'s Chief Judge Hon. Rowan Wilson. Here's to celebrating the power of law and its key role in our society. 

#LawDay2023 #GoldenPear #ProudSponsor",9,0,0,9,0.00,text,"[""#NYSTLA"", ""#LawDay2023"", ""#GoldenPear"", ""#ProudSponsor""]",https://www.linkedin.com/posts/gary-amos_nystla-lawday2023-goldenpear-activity-7058860964917440512-IkTy
Keith Grande,keithgrande,competitor,7057538937317142528,2023-04-28 02:20:05.389,"",2,0,0,2,0.00,text,[],https://www.linkedin.com/posts/keithgrande_quontic-is-growing-and-we-want-you-to-be-activity-7057538937317142528-nCDc
Keith Grande,keithgrande,competitor,7057536181370019840,2023-04-28 02:09:08.168,I’m #hiring for an open role. Know anyone who would be a good fit?,0,0,0,0,0,text,"[""#hiring""]",https://www.linkedin.com/posts/keithgrande_hiring-activity-7057536181370019840-1C4-
James Beltz,james-k-beltz-aa64613,competitor,7057386033251823617,2023-04-27 16:12:30.123,"Trustworthy, transparent and ethical ⬅️ three characteristics you should look for in a litigation funding partner.

Check out the Mustang Litigation Funding article linked below to learn how to quickly decipher whether your funding firm ticks these boxes on your checklist.",17,0,0,17,0.00,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_in-this-article-our-team-shares-the-characteristics-activity-7057386033251823617-BBC4
James Beltz,james-k-beltz-aa64613,competitor,7054503824656379905,2023-04-19 17:19:37.798,"Kevin Cavanaugh, Evan Tornell, CFA and I made our way to Las Vegas last week for Exults’ Mass Torts Made Perfect Seminar: https://mtmp.com/ 

Mustang Litigation Funding always enjoys the opportunity MTMP provides to connect with, and gain insight from, our partners within the Mass Tort space.

#mtmp2023",32,1,0,33,3.13,text,"[""#mtmp2023""]",https://www.linkedin.com/posts/james-k-beltz-aa64613_mtmp2023-activity-7054503824656379905-Arxr
Brian Call,briancall1,competitor,7053821669404016640,2023-04-17 20:08:59.655,"To my finance friends and colleagues, a great opportunity to join a high-performing team focused on growth and automation.  If you or someone you know is interested to learn more please reach out to me directly. I am happy to share more about this exciting and high-impact leadership role, including being remote or hybrid for the right candidate. #finance #leadership #opportunity",21,0,5,26,0.00,text,"[""#finance"", ""#leadership"", ""#opportunity""]",https://www.linkedin.com/posts/briancall1_finance-leadership-opportunity-activity-7053821669404016640-pBja
Brian Call,briancall1,competitor,post_1761451062295,2023-04-17 20:08:59.655,"To my finance friends and colleagues, a great opportunity to join a high-performing team focused on growth and automation.  If you or someone you know is interested to learn more please reach out to me directly. I am happy to share more about this exciting and high-impact leadership role, including being remote or hybrid for the right candidate. #finance #leadership #opportunity",21,0,5,26,0.00,text,"[""#finance"", ""#leadership"", ""#opportunity""]",https://www.linkedin.com/posts/briancall1_finance-leadership-opportunity-share-7053821668871335937-eJ7x
Brian Call,briancall1,competitor,7053020119022637056,2023-04-15 15:03:55.152,"Thank you to our expert and passionate team in helping plaintiffs during a critical time of need, and for your outstanding support of attorneys who fight for them!",19,1,0,20,5.26,text,[],https://www.linkedin.com/posts/briancall1_best-of-the-national-law-journal-2023-activity-7053020119022637056-jkxf
Mike Bogansky,mike-bogansky-714b594,competitor,7053015428918300672,2023-04-15 14:45:16.803,Come join a talented and growing sales organization!,6,0,0,6,0.00,text,[],https://www.linkedin.com/posts/mike-bogansky-714b594_hiring-activity-7053015428918300672--BvS
Jessica Weidman,jess-gordon3333,competitor,7052022838332977152,2023-04-12 21:01:04.907,"At Veritext, we support support staff!  Thank you to all the assistants, paralegals, and other administrative professionals we partner with each day!  Here's a little something just for you...",9,0,0,9,0.00,text,[],https://www.linkedin.com/posts/jess-gordon3333_at-veritext-we-support-support-staff-thank-activity-7052022838332977152-6fXM
James Beltz,james-k-beltz-aa64613,competitor,7049757776222310401,2023-04-06 15:00:32.017,"Leaving a plaintiff with only pocket change is not our style. 

We only advance 5-10% of any case’s value. Some litigation finance companies don’t have these types of limits, which is when plaintiffs are left with pennies after the final settlement. 

Mustang Litigation Funding takes an ethical approach to providing funds that helps ensure plaintiffs can pursue the settlement they deserve and attorneys are able to try their cases to the fullest extent.",33,1,0,34,3.03,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_leaving-a-plaintiff-with-only-pocket-change-activity-7049757776222310401-Z2S9
Tracey Grose,tracey-grose-3844438,competitor,7049706198375223296,2023-04-06 11:35:34.532,#innovation,4,0,0,4,0.00,text,"[""#innovation""]",https://www.linkedin.com/posts/tracey-grose-3844438_what-drives-modern-day-innovation-activity-7049706198375223296--Mi_
Megan McGee,megan-trent-mcgee,competitor,7049388877723152384,2023-04-05 14:34:39.761,"I am super excited to share that last week I accepted a position as CRM (Salesforce) Product Owner with Republic Finance! These last few weeks have been whirlwind of excitement as I finished the Hiring Our Heroes Fellowship and continued work with the RF team.

I am genuinely grateful to Stephanie Murphy and Iris Collis for championing the Fellowship. When I began the process, I was nervous about transitioning out of academia. It was practically all I'd known since I had left the Army ages ago. When I met Paul Seo and we connected over our veteran statuses, I immediately felt that RF was a place where I could contribute while both being challenged and enjoying my work. Then I met Raj Kasumarthi, and that feeling was solidified. We always have new ideas to discuss and brainstorm, and I'm excited to continue working with the team!

I am so grateful for the people who helped me get here—and there are way too many to count: Anthony J., James M., Geralyn Hall, Abi B., Amy Harris, Pei Mun Lim, Eudora K Savage, PMP, Shelley Bolt, Cody Ingram, Jordan Nelson (and the entire Simple Salesforce crew for continued support!!), Chris Macalik, the HOH Tracker group: Mark Turner, MBA, Pat R. Lee, Stephen P., and the entire #nifty50 bunch—especially Alyssa Beaty, Justin Phillips, and Phillip Patterson for last minute google meets (and gifs) that made me laugh!! 

I'll do my best to pay it forward! Thank you, thank you, thank you!! 

#salesforce #hohfellows #merivet #salesforcemilitary #salesforcecertified #salesforceohana #lifelonglearning  #newjob",112,83,0,195,74.11,text,"[""#nifty50"", ""#salesforce"", ""#hohfellows"", ""#merivet"", ""#salesforcemilitary"", ""#salesforcecertified"", ""#salesforceohana"", ""#lifelonglearning"", ""#newjob""]",https://www.linkedin.com/posts/megan-trent-mcgee_nifty50-salesforce-hohfellows-activity-7049388877723152384-GcEn
Daniel Digiaimo,danieldigiaimo,competitor,7047733209979068416,2023-04-01 00:55:37.81,Baker Street Funding is a proud sponsor of the PV 8U baseball team!,7,0,1,8,0.00,text,[],https://www.linkedin.com/posts/danieldigiaimo_baker-street-funding-is-a-proud-sponsor-of-activity-7047733209979068416-0oDA
James Beltz,james-k-beltz-aa64613,competitor,7047197518555738112,2023-03-30 13:26:59.022,"Who says you can’t play Paddle outdoors in the middle of March in Minnesota?

Our team had a blast hitting the court and then grabbing some dinner at Billy Sushi for our recent Mustang Litigation Funding team building.

Peter Mayer
Posh Jesmer
Kevin Cavanaugh
Jamila Toussaint, J.D.
Alexis Barmon
Jack M.
Bradford Morrison
Jordan Cohen
Mike Anderson
Evan Tornell, CFA
Philip DeBerg",46,4,0,50,8.70,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_who-says-you-cant-play-paddle-outdoors-in-activity-7047197518555738112-D3Pl
Jessica Weidman,jess-gordon3333,competitor,7047188887231700992,2023-03-30 12:52:41.028,"",4,0,0,4,0.00,text,[],https://www.linkedin.com/posts/jess-gordon3333_veritext-steno-stenoschool-activity-7047188887231700992-7-Zk
Brian Call,briancall1,competitor,7045129677169971200,2023-03-24 20:30:07.217,Love our team! Great at what they do and even better people.,33,0,0,33,0.00,text,[],https://www.linkedin.com/posts/briancall1_feeling-lucky-to-have-such-a-great-team-here-activity-7045129677169971200-OKCq
Hana Khaled,hana-khaled,competitor,7044768625060184064,2023-03-23 20:35:25.55,"",4,0,0,4,0.00,text,[],https://www.linkedin.com/posts/hana-khaled_activity-7044768625060184064-VcXw
Brian Call,briancall1,competitor,7044675973996322816,2023-03-23 14:27:15.951,"Last week our sales leaders hosted an all team, in person meeting at our home office in Chicago. High energy, best practice sharing, smiles and hugs. It was great to see our team connect after the past few years of remote/hybrid engagement.  I am excited to help unlock their ideas to lessen the burden of litigation for consumers, and attorneys and healthcare providers who serve them. Best team in the business. #oasis",85,3,0,88,3.53,text,"[""#oasis""]",https://www.linkedin.com/posts/briancall1_oasis-activity-7044675973996322816-zhfs
James Beltz,james-k-beltz-aa64613,competitor,7044397326420897792,2023-03-22 20:00:01.192,"Nearly every weekend in the winter you can find me watching my kids ski race. I fully disconnect from work and focus on my family during these trips.

Here’s a picture of me and my son Parker after the Bob Hosking
U14 Championship. He was representing the Buck Hill Ski Racing Team. I’m so proud of this kid, and love that we can bond over our passion for this sport.

I’ve always come back from these trips invigorated and ready to tackle the next business challenge.

Long-story short, never underestimate the power of disconnecting from work!",143,10,0,153,6.99,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_nearly-every-weekend-in-the-winter-you-can-activity-7044397326420897792-sFvN
Sharon Levy,sharon-levy-15330818,competitor,7043650272274829312,2023-03-20 18:31:29.604,"",5,0,1,6,0.00,text,[],https://www.linkedin.com/posts/sharon-levy-15330818_associate-counsel-activity-7043650272274829312-e8oJ
Daniel Amsellem,daniel-amsellem-9b847687,competitor,7041439008509325312,2023-03-14 16:04:43.239,#LitigationFinance #PresettlementFunding #personalinjury,3,0,0,3,0.00,text,"[""#LitigationFinance"", ""#PresettlementFunding"", ""#personalinjury""]",https://www.linkedin.com/posts/daniel-amsellem-9b847687_personalinjury-litigationfinance-presettlementfunding-activity-7041439008509325312-Ns9d
Peter Henry,henrypeter,competitor,7041178919818989568,2023-03-13 22:51:13.263,"I’m excited to share that I’m starting a new position as Senior Director, Risk & Compliance, and Counsel at Oasis Financial!",148,25,0,173,16.89,text,[],https://www.linkedin.com/posts/henrypeter_im-excited-to-share-that-im-starting-a-activity-7041178919818989568-s5F6
John Schweitzer,johnhschweitzer,competitor,7041112674180427777,2023-03-13 18:27:58.87,"Great job, Jonathan. Thanks for the very useful information!",2,0,0,2,0.00,text,[],https://www.linkedin.com/posts/johnhschweitzer_all-mental-health-residential-treatment-centers-activity-7041112674180427777-Y4Kj
Frank Brady,frankjbrady,competitor,7040746390729195520,2023-03-12 18:12:30.292,"Attention Florida urgent read ! 

Please send a message to your lawmakers in Tallahassee urging them to vote NO on HB 837 and SB 236. We have found a way to mail a message and post a Tweet linked to your representatives very easily.

Here are the simple instructions on how you can do this via text:
(Your information will not be shared except for this communication)


Text the word RESIST to 50409.
You will first be given options of which representative you wish to contact. Text back “State.”
You will then be asked your first and last name so a letter can be created on your behalf. Enter First and last name. 
You will then be asked for your address so your state representatives can be determined.  Enter your address.
You will then be asked if you want to contact your Governor, Legislature, or Both. You will answer Both.
You will then be asked to text the message you want sent on your behalf. I suggest at a minimum that your message says: “Vote NO on HB 837 and SB 236. These bills will strip the legal rights of Floridians”. 
 
You can paste in the following, or your own version of it…..

 
Vote NO on HB 837 and SB 236. These Bills will strip the legal rights of Floridians allowing Big Insurance to further disadvantage vulnerable injured and uninsured citizens.  Their passage will force uninsured patients to seek care in Emergency Rooms and cause a healthcare crisis for all Florida Healthcare consumers at a time when the State’s population is growing at unprecedented rates.  

HB 837 proposes unreasonable compensation for anesthesia and outpatient surgical centers that will require these providers to work at a loss.  Communities throughout the State already have shortages of  specialty physicians and the unintended consequence of passing this Bill will no doubt further the shortage of anesthesia services and shift of elective surgical work from the economic and efficient outpatient venue to hospital facilities.  This will overburden already over-taxed hospitals making care less available to the community and shift uninsured care to facilities that utilize public funds to subsidize trauma service, anesthesia and physician call coverage for injury related specialties including neurosurgery, orthopedics, trauma, vascular surgery and neurology. 

HB 837 does not discuss how projected cost savings will benefit Floridians.  There is no mention of premium reductions for all insured Florida drivers.  It appears we will all suffer the consequence of  these proposed changes that will only benefit already profitable auto insurers.  Physicians will depart the State and remaining resources will be unnecessarily challenged to serve accident victims.

Vote NO on HB 837 and SB 236.",4,0,0,4,0.00,text,[],https://www.linkedin.com/posts/frankjbrady_attention-florida-urgent-read-please-activity-7040746390729195520-xSke
Krista Meardon,krista-meardon-394959,competitor,7039656300988817408,2023-03-09 18:00:52.645,"These are but a few of the amazing women in my professional and personal life! Together we are stronger and continue to lift one another supporting the next generation of leaders and creating more parity in the workforce. 

I am appreciative of all the incredible women, and men, surrounding me with their support. 💪🏻💪🏻

#internationalwomensday #leaders",42,0,0,42,0.00,text,"[""#internationalwomensday"", ""#leaders""]",https://www.linkedin.com/posts/krista-meardon-394959_internationalwomensday-omnihealthcare-omniglofin-activity-7039656300988817408-ZR2I
Amanda Deem-Margarone,amanda-deem-margarone-441521157,competitor,7039320293672120320,2023-03-08 19:45:42.127,💗,0,0,0,0,0,text,[],https://www.linkedin.com/posts/amanda-deem-margarone-441521157_internationalwomensday-equity-activity-7039320293672120320-XfgP
Jessica Weidman,jess-gordon3333,competitor,7039291567022460928,2023-03-08 17:51:33.291,Proud to work for an organization that values the contributions of everyone <3,0,0,0,0,0,text,[],https://www.linkedin.com/posts/jess-gordon3333_veritext-veritextcares-womenshistorymonth2023-activity-7039291567022460928-h_h5
James Beltz,james-k-beltz-aa64613,competitor,7038949493794357249,2023-03-07 19:12:16.678,"The litigation finance industry is very new and there are many opportunities for growth.

One thing not mentioned in Ralph Sutton’s piece is the need for finance experts. When you’re looking at investing thousands or millions of dollars into a case, it’s vital you have a team who knows how to weigh the variable risks associated with such an investment.

As a team with more than 80 years of experience in finance, being able to weigh investment risk is one of our greatest strengths. I would argue the need for firms to hire savvy financial experts is going to grow exponentially in the coming years. 
Bloomberg Law
Mustang Litigation Funding",27,2,0,29,7.41,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_litigation-finance-matures-expands-across-activity-7038949493794357249-PNXl
Daniel Amsellem,daniel-amsellem-9b847687,competitor,7038926594467332096,2023-03-07 17:41:17.053,#TechTips #LegalTechnology #LegalTech #personalinjury #litigationfinance #litigationfunding,3,0,0,3,0.00,text,"[""#TechTips"", ""#LegalTechnology"", ""#LegalTech"", ""#personalinjury"", ""#litigationfinance"", ""#litigationfunding""]",https://www.linkedin.com/posts/daniel-amsellem-9b847687_techtips-legaltechnology-legaltech-activity-7038926594467332096-z-cZ
Amanda Deem-Margarone,amanda-deem-margarone-441521157,competitor,7038581253062721536,2023-03-06 18:49:01.108,Come see my team in TX!,0,0,0,0,0,text,[],https://www.linkedin.com/posts/amanda-deem-margarone-441521157_tasca-healthcaremanagement-healthcareprovider-activity-7038581253062721536-DHhr
James Beltz,james-k-beltz-aa64613,competitor,7036779631043121152,2023-03-01 19:30:01.084,"I’m proud of what we’ve
accomplished and how
Mustang Litigation Funding’s
approach is more institutional
than other litigation firms.

We’ve taken strategic steps in
building our team, bringing
together financial experts
dedicated to making ethical and
smart investments with a focus
on building long-lasting
relationships with attorneys and
law firms.",83,6,0,89,7.23,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_im-proud-of-what-weve-accomplished-and-activity-7036779631043121152-jLUi
Amanda Deem-Margarone,amanda-deem-margarone-441521157,competitor,7036382920550309889,2023-02-28 17:13:37.932,"",0,0,0,0,0,text,[],https://www.linkedin.com/posts/amanda-deem-margarone-441521157_hb837-healthcareprovider-florida-activity-7036382920550309889-XOcT
James Beltz,james-k-beltz-aa64613,competitor,7034589797587329024,2023-02-23 18:28:24.103,Supporting organizations that focus on the greater good is a key element of what we do at Mustang Litigation Funding. Thank you to  Posh Jesmer for representing us at the American Association for Justice conference put on by Public Justice.,36,0,0,36,0.00,text,[],https://www.linkedin.com/posts/james-k-beltz-aa64613_litigationfunding-litigationfinance-activity-7034589797587329024-MnVk
Brittany Gill,brittany-gill,competitor,7033468856757075969,2023-02-20 16:14:10.983,We are hiring!,31,3,3,37,9.68,text,[],https://www.linkedin.com/posts/brittany-gill_we-are-hiring-activity-7033468856757075969-cRrJ
Brittany Gill,brittany-gill,competitor,7033468415742803969,2023-02-20 16:12:25.837,I'm excited to be building out my team - please share with anyone who may be a great fit!,51,8,3,62,15.69,text,[],https://www.linkedin.com/posts/brittany-gill_im-excited-to-be-building-out-my-team-activity-7033468415742803969-nU8x
Sharon Levy,sharon-levy-15330818,competitor,7030989360791461888,2023-02-13 20:01:33.078,"",2,0,0,2,0.00,text,[],https://www.linkedin.com/posts/sharon-levy-15330818_legal-servicing-analyst-activity-7030989360791461888-a1wd
Joe Walker,joe-walker-7231021a9,competitor,7030515313569890304,2023-02-12 12:37:51.413,"",3,0,0,3,0.00,text,[],https://www.linkedin.com/posts/activity-7030515313569890304-tDCS
Sharon Levy,sharon-levy-15330818,competitor,7029555910200971264,2023-02-09 21:05:31.825,"",9,0,1,10,0.00,text,[],https://www.linkedin.com/posts/sharon-levy-15330818_legal-servicing-analyst-activity-7029555910200971264-ySH4
Megan McGee,megan-trent-mcgee,competitor,7026999161594003457,2023-02-02 19:45:55.455,I’m happy to share that I’ve obtained a new certification: Jira Fundamentals Badge from Atlassian! I've been using Jira to stay up to date with what is going on with the sprints—and now I feel a lot more confident!! #jira #salesforceadmin #salesforcemilitary #hiringourheroes #keeplearningkeepgrowing,59,25,0,84,42.37,text,"[""#jira"", ""#salesforceadmin"", ""#salesforcemilitary"", ""#hiringourheroes"", ""#keeplearningkeepgrowing""]",https://www.linkedin.com/posts/megan-trent-mcgee_jira-salesforceadmin-salesforcemilitary-activity-7026999161594003457-TBWQ
Sean Logan,sean-logan-43058312,competitor,7026624750512730114,2023-02-01 18:58:08.897,"I wanted to share that MoveDocs is actively recruiting for an exciting Director of Operations role.   If you, or someone you know, is an experienced leader of leaders, is interested in working in a high-growth, dynamic and fast paced environment, and engaging in an emerging market opportunity - please review and consider this Las Vegas based posting.

I’m #hiring. Know anyone who might be interested?",21,0,1,22,0.00,text,"[""#hiring""]",https://www.linkedin.com/posts/sean-logan-43058312_hiring-activity-7026624750512730114-Dypb
Sean Logan,sean-logan-43058312,competitor,post_1761451035734,2023-02-01 18:58:08.897,"I wanted to share that MoveDocs is actively recruiting for an exciting Director of Operations role.   If you, or someone you know, is an experienced leader of leaders, is interested in working in a high-growth, dynamic and fast paced environment, and engaging in an emerging market opportunity - please review and consider this Las Vegas based posting.

I’m #hiring. Know anyone who might be interested?",21,0,1,22,0.00,text,"[""#hiring""]",https://www.linkedin.com/posts/sean-logan-43058312_hiring-share-7026624750013620224-rcU-
