author_name,username,profile_type,post_id,published_at,content,likes,comments,shares,engagement_total,comment_to_like_ratio,media_type,hashtags,post_url
Nicolas Boucher,bouchernicolas,partner,7363697259999289344,2025-08-19 22:23:57.542,"People think Copilot in Excel is useless

But try these use cases first and see how much it can help you

Check this free tutorial and let me know in the comments what you think!",280,21,7,308,7.50,text,[],https://www.linkedin.com/posts/bouchernicolas_people-think-copilot-in-excel-is-useless-activity-7363697259999289344-G9Tk
My Profile,saulmateos,own,7363572386517917698,2025-08-19 14:07:45.505,"When not to automate in finance

Everyone talks about automation like it’s always the answer.
In finance, it isn’t.

Yes — automation can save hours, reduce errors, and keep processes clean.
But sometimes, it hides the very signals you need to see.

Some processes are better left with human eyes and judgment.
Here’s where I don’t automate 

→ Complex approvals
Large vendor contracts.
Strategic hires.
Capex that changes the company’s direction.
These aren’t “click approve” moments.
They need discussion, context, and often healthy disagreement.

→ Exception handling
Automation handles the 95% that runs smoothly.
But it’s the 5% of anomalies, an unexpected invoice, a duplicate payment, a pricing mismatch, where the biggest mistakes (or fraud) live.
Humans catch nuance that rules can’t.

→ Early-stage forecasting
When assumptions are shifting every week, you need to feel the numbers.
You need to run them, question them, break them, and rebuild them.
If you automate too early, you lose the instinct that comes from working closely with the data.

→ Board and investor reporting
A dashboard can show you the metrics.
But it can’t tell you the story.
The story is what changes decisions.
And stories are told by people, not spreadsheets.

→ Cash management in tight times
When runway is under pressure, no payment should leave without intention.
Automation makes outflows too easy.
Manual review keeps you close to every dollar leaving the bank.

If you had to pick one finance process to keep manual forever, what would it be?",50,24,0,74,48.00,text,[],https://www.linkedin.com/posts/saulmateos_when-not-to-automate-in-finance-everyone-activity-7363572386517917698-1e0i
Wouter Born,wouterborn,inspiration,7363544602672279552,2025-08-19 12:17:20.579,"5 urgent CFO priorities 2025:

1. Stop thinking like a back-office function

If you’re not seen as the CEO’s go-to partner, you’re replaceable. CFOs stuck in operational silos are failing their companies. Finance can no longer just ""crunch numbers."" You need to lead conversations, influence business strategy, and guide growth.

2. Don't fear AI

Many CFOs dabble in automation but avoid full AI integration because it feels risky. The real risk? Doing nothing. Strategic AI adoption separates the leaders from the laggards. AI isn’t about replacing people. It’s about amplifying decisions. Hesitate, and you’ll watch others dominate the market.

3. Fix the digital gaps

Hire for hybrid skills, or you’ll struggle to remain competitive. Traditional finance skills alone don’t cut it anymore. Finance teams without digital capabilities are dead weight. Upskilling isn’t just a nice gesture. It’s the only way to future-proof your workforce.

4. Routine tasks are distractions

If you’re still manually chasing data and reports, you’ve already lost. Delegation is critical, but so is automation. Free yourself from the weeds to focus on what truly matters: AI integration, growth strategy, and high-impact decisions.

5. Stop resisting change

Finance is changing and those who resist change risk irrelevance. Analytics and predictive tools aren’t “nice-to-haves” anymore. They’re survival tools. If your competitors are using new FP&A, AP/AR, headcount planning tools and AI for smarter metrics and faster data, they’re already winning.

Takeaway?

CFOs who stick to “business as usual” will be obsolete by 2025. The future belongs to modern CFOs who are bold, lead with data, and redefine what it means to drive a business forward. 

You don't need a bean counter anymore. 

P.S. Take 10 minutes. Customize GPT-5: https://lnkd.in/dyaS4uH7",117,35,5,157,29.91,text,[],https://www.linkedin.com/posts/wouterborn_5-urgent-cfo-priorities-2025-activity-7363544602672279552-1Z6u
Erik Lidman,eriklidman,inspiration,7363544238145384448,2025-08-19 12:15:54.41,"Signs of a weak FP&A-CFO relationship:

- Blocks direct C-suite access
- Views FP&A as Excel operators
- Innovation stops at FP&A's desk
- Shows different numbers to CEO
- Expects 24/7 without boundaries
- Says other teams forecast better
- Calls data integrity not FP&A's job
- Treats variance analysis as a blame game

Signs of a strong FP&A-CFO relationship:

- Involves FP&A in M&A early
- Fights for FP&A headcount first
- Defends FP&A's worst-case scenario
- Gives FP&A direct investor exposure
- Opens CFO meetings with FP&A data
- Builds budget around FP&A's capacity
- Says ‘because FP&A flagged it’ to Board
- Pulls term sheets when FP&A spots risks
- Makes FP&A approval outrank sales wins

P.S. Strong CFO-FP&A partnerships drive 21% faster revenue growth.",192,23,5,220,11.98,text,[],https://www.linkedin.com/posts/eriklidman_signs-of-a-weak-fpa-cfo-relationship-activity-7363544238145384448-SozY
My Profile,saulmateos,own,7363210487641038848,2025-08-18 14:09:42.089,"The hidden costs of chasing “perfect” forecasts

Every finance team wants a better forecast.
Few stop to ask: “At what cost?”

I’ve seen teams spend weeks trying to perfect the model.
Every assumption debated.
Every formula triple-checked.
Every decimal “just right.”

And while the spreadsheet gets prettier…
The business stands still.

Here’s what chasing perfect does 

→ It delays decisions
Opportunities expire while you’re polishing the model.
Speed beats precision in high-growth environments.

→ It Creates False Confidence
A model can look airtight but still be built on guesses.
Perfect math on bad assumptions is still wrong.

→ It burns resources
Hours from analysts.
Meetings with execs.
All spent to close the last 2% accuracy gap, which reality will blow up next quarter anyway.

→ It kills adaptability
Perfect models are often too rigid.
The moment something changes, you’re rebuilding instead of adjusting.

Here’s the truth 
A forecast is a decision tool, not a work of art.
Its value is in how quickly it helps you see the trade-offs and act.

Good enough, fast, and adaptable will always beat perfect, late, and fragile.

The goal isn’t to predict the future exactly.
It’s to be ready for whatever future shows up.

Where do you draw the line between accuracy and speed?",18,20,0,38,111.11,text,[],https://www.linkedin.com/posts/saulmateos_the-hidden-costs-of-chasing-perfect-forecasts-activity-7363210487641038848-c9Xk
Wouter Born,wouterborn,inspiration,7363181637087518721,2025-08-18 12:15:03.581,"CFOs must stop chasing smarter AI and build the Agentic Finance Office. General AI models are failing. Here's what happening in finance and the change you must be ready for:

The all-in-one AI models are untrustworthy for finance.

GPT-5 is impressive. But it fails in finance. Why?

It hallucinates. Even a tiny error (0.01%) is a disaster in finance. General models often make things up or get facts wrong. They misclassify income and confuse transfers with purchases. Precision isn't optional here.

Compliance is a nightmare. Cloud-hosted general AI means more security risks and legal headaches. Data leaks and unauthorized access. These lead to huge fines and lawsuits.

The problem isn't AI's intelligence. It's the design.

You need specialized tools, not a Swiss Army knife for brain surgery.

Instead of one mega-AI that tries to do everything, finance must move toward agentic frameworks. AI teams where each agent has a role, and their work is coordinated and checked.

- One agent checks the raw data.
- A third writes the management narrative.
- Another agent drafts the variance analysis.
- A fourth ensures compliance with accounting standards.

Humans remain in the loop for final decisions.

The result?
Fewer mistakes, faster cycles, and scalable trust.

The future of finance isn't about one giant, smarter AI. 

The future of finance is about applying AI in controlled, structured ways. This is how you transform finance from a cost center to a strategic powerhouse.

AI models are hitting a wall and If you want to get ahead in finance with Agentic AI, you'll like this: https://lnkd.in/drr4Rc_V",106,28,5,139,26.42,text,[],https://www.linkedin.com/posts/wouterborn_cfos-must-stop-chasing-smarter-ai-and-build-activity-7363181637087518721-knH4
Erik Lidman,eriklidman,inspiration,7363181632364670976,2025-08-18 12:15:02.455,"FP&A strategies fail.

But this matrix transforms gut feelings into action:

🔵 Controlled: Monitor
🟡 Serious: Oversee
🟠 Disruptive: Investigate
🔴 Critical: Act now

Stop treating all risks equally.

Map them. Measure them. Match your response to reality.

3 critical actions for FP&A:

1. Map before acting

  - Don't rush to fix what you haven't measured
  - Wrong priorities burn resources faster than risks

2. Challenge optimism bias

  - Teams underestimate risk likelihood
  - Get external perspective to recalibrate

3. Run risk rehearsals

  - Monthly high-impact scenario testing
  - Real gaps show up in practice, not paper

Example:

Top customer delays payment 90 days
Impact (4) × Probability (4) = Severe Risk (16)

Immediate action plan:

- Update rolling forecast
- Trigger working capital review
- Diversify receivables exposure

Remember:

A risk in the top-right corner?
That's your next meeting agenda.

credits: Grace LaConte",63,13,2,78,20.63,text,[],https://www.linkedin.com/posts/eriklidman_fpa-strategies-fail-but-this-matrix-transforms-activity-7363181632364670976-rOuL
Wouter Born,wouterborn,inspiration,7362911094291468290,2025-08-17 18:20:01.152,"CFOs won’t lose sleep worrying that AI isn’t autonomous enough. They’ll lose sleep worrying that AI won’t be accurate, repeatable, and auditable. AI models are hitting a wall:

New generation of LLMs offers smaller gains. 

We’re hitting diminishing returns. 

Simply throwing more data and compute at a single giant brain isn’t producing breakthroughs.

Even worse...
these all-in-one models are super untrustworthy for finance.

Raw intelligence doesn't cut it… 
when data's messy, regulations bite, and humans demand trust.

In today’s edition, I’ll help you understand how general AI is not built for finance and give you a glimpse of the future of the finance playbook and the role of AI agents.

Let's dive in: https://lnkd.in/drr4Rc_V",56,6,2,64,10.71,text,[],https://www.linkedin.com/posts/wouterborn_cfos-wont-lose-sleep-worrying-that-ai-isn-activity-7362911094291468290-DWYI
Nicolas Boucher,bouchernicolas,partner,7362867063738040323,2025-08-17 15:25:03.45,"CV Template

I have reviewed 1000s of CVs

In this post I share my tips and a Free CV Template (normally $27)

How to get the template?
Like this post, leave a comment or reshare this post.
(Everyday you get free value from me, liking or commenting is my only ask 🙏)

Then go here to download the free CV: https://lnkd.in/e-RE-KKi

(Free but normally should be $27)

Here are my top 10 tips:

1️⃣ Add a Title:

Start your CV with a title that aligns with the job you're targeting.

This immediately tells the hiring manager that you are a relevant candidate.


2️⃣ Highlight Relevant Skills:

Ensure that your CV prominently displays the skills relevant to the job.

For an FP&A role, your budgeting, forecasting, and variance analysis skills should be in the spotlight... but don't list it as skill without explanation, rather, say how you demonstrated these skills.

For example: ""streamlined the budget process by reducing the number of iterations from 5 versions to 3 versions"" or ""performed an analysis on profitability which highlighted the need to increase the price of product X by 5% to maximize the profitability""


3️⃣ Quantify Achievements:

Show your impact through numbers.

Rather than saying ""reduced month end close time,"" say ""reduced month end close by 2 days"" .


4️⃣ Use Action Verbs:

Begin bullet points with action verbs like ""managed,"" ""developed,"" or ""implemented.""

This shows you're proactive and saves space.


5️⃣ Tailor Your CV:

No two jobs are the same, and neither should be your CVs.

Tailor your CV to match the job description and requirements.


6️⃣ Keep It Concise:

In most cases, your CV should be no longer than two pages.

Prioritize information that adds value to your application.


7️⃣ Proofread:

Small errors can suggest a lack of attention to detail.

Proofread thoroughly and have someone else review it too.

I have read so many CVs with obvious mistakes which disqualified the applicant.

Remember Finance is a job where attention for details is important ;)


8️⃣ Formatting Matters:

Keep your formatting minimalistic and consistent.

Proof check tabulation, bullet point styles, break lines, font sizes etc.


9️⃣ Software Skills:

Be specific with your software skills.

Instead of mentioning ""Advanced Excel skills"", highlight your abilities to perform Financial Modeling, create Pivot Tables, or use Advanced Formulas.


🔟 Focus on Recent Experiences:

Spend more space detailing your last two roles and be more succinct with earlier ones.

Recency often matters most to hiring managers.


👉 Which other tip would you add?


👨‍💻 Exercise for you: 

Revamp your CV based on the 10 tips above & my template

Then send it to a friend or colleague and ask them for feedback.",473,64,29,566,13.53,text,[],https://www.linkedin.com/posts/bouchernicolas_cv-template-i-have-reviewed-1000s-of-cvs-activity-7362867063738040323-73ZD
Wouter Born,wouterborn,inspiration,7362819238811648001,2025-08-17 12:15:01.099,"How CEOs view CFOs:

• Risk avoiders
• Budget gatekeepers
• A back-office function
• Spreadsheet watchdogs
• Analyzing, not innovating
• The final no before action
• Focused only on the numbers

How CEOs must view CFOs:

• Storytellers
• Deal makers
• Value creators
• Partners in high-stakes
• The first to spot financial blind spots
• The bridge between vision and execution
• Drivers of strategic risk, not just cost-cutting

CEOs and CFOs must work together.

And lead in a way that gets everyone excited.

- Invest in talent
- Find ways to use AI 
- Welcome new ideas
- Push for better collaboration
- Stay calm through hard times
- Make decisions backed by data

The CEO/CFO friendship helps the company win in all ways.",214,21,14,249,9.81,text,[],https://www.linkedin.com/posts/wouterborn_how-ceos-view-cfos-risk-avoiders-budget-activity-7362819238811648001-Ol5D
Wouter Born,wouterborn,inspiration,7362458865629564947,2025-08-16 12:23:01.437,"3 secrets of financial storytelling every CFO must know

The painful truth is numbers alone never inspire.

So why do you lose sleep at night to build better reports?

• Your CEO wants better stories.
• Boards want clarity, not complexity.
• Stakeholders want to believe in your vision.
• Investors want narratives that explain momentum. 

The CFO’s ability to turn raw numbers into a clear, credible, and compelling narrative is fast becoming the line between leadership and irrelevance.

1. Contextualize the numbers

Numbers alone mean nothing.
Context makes them matter.

Good CFOs report, ""Revenue is up 12%.""

Great CFOs explain:

""Our new European GTM strategy accelerated customer acquisition, driving a $7M Q2 outperformance versus plan.""

No context = no insight.

CFO of Workday Zane Rowe translates financial results directly into operational strategy. 

Rowe's team uses AI for variance analysis, not to replace analysts, but to free them to build better narratives about what's changing, why, and what the company should do next.

2. Translate complexity into clarity

Finance is complex. Strategy is complex.
Storytelling demands simplicity.

The best CFOs simplify without dumbing down. They make complexity feel understandable, building confidence at every level.

If your CEO can't explain your financial story in 2 minutes, you haven't told it right.

OpenAI’s CFO Sarah Friar's philosophy is simple.

Speed to story is now a competitive advantage in finance.

When managing massive fundraising rounds, Friar built an internal GPT agent to instantly generate investor-ready narratives from company data. That takes care of precision, speed, and consistency.

3. Tie financials to strategic outcomes

It’s not enough to say, ""Expenses are rising.:

A great CFO shows how that spend is fueling expansion, innovation, or protecting market share.

Money isn't the story. Momentum is the story.

If you've seen me on LinkedIn, then you must know I always say this:

Storytelling is the most powerful skill in finance.

That’s the reason I built finstory.ai so finance teams can focus less on formatting and more on framing strategic narratives based on real financial data.

Building reports was never easier, until now

Describe the report you need in plain language, like talking to an analyst.
finstory.ai understands financial context, asks clarifying questions, and generates professional drafts you can refine.

After getting a lot of interest, I opened up the waitlist for finstory.ai",98,13,3,114,13.27,text,[],https://www.linkedin.com/posts/wouterborn_3-secrets-of-financial-storytelling-every-activity-7362458865629564947-ks3_
Nicolas Boucher,bouchernicolas,partner,7362389138592911360,2025-08-16 07:45:56.965,"How to use ChatGPT-5 to 10x your productivity

I've spent hours making the most comprehensive guide for you

+ includes Finance use cases for corporate finance
Think MRR Forecast, Market metrics board, and CFO Dashboard

I break everything down below into easily digestible
tidbit sized updates

Here’s what’s inside:
1. GPT-5 models
2. How to access GPT-5 Thinking
3. Reasoning breakthroughs
4. Live demos for learning and visualization
5. Writing upgrade
6. Best-ever coding model of OpenAI
7. Voice and personalization
8. Personalization
9. Safety and training innovation
10. Business, API, and enterprise impact
11. How GPT-5 landed

🔁 Repost to help others master ChatGPT faster",648,52,103,803,8.02,text,[],https://www.linkedin.com/posts/bouchernicolas_gpt-5-free-guide-activity-7362389138592911360-OfIj
Nathan Saperia,nathansaperia,inspiration,7362149933740695552,2025-08-15 15:55:26.234,"Private credit sells itself as fearless capital.
Flexible. Creative. Risk-loving.
But watch what happens after the ink is dry…

Draw too much on your revolver — even for normal seasonality — and portfolio managers start to sweat. Ask to defer interest — and you might be told that’s “a suboptimal liquidity tool.”

The gap between the marketing and the reality is huge.
And nothing shows it better than payment-in-kind (PIK) interest.

• PIK lets a borrower skip paying cash interest and add it to the loan balance instead.
• In theory: risk-on, flexible financing.
• In practice: lenders use it mostly when a company is already under stress… and then treat it like a red flag.

I’ve seen the other side. Early in my career, I worked at a company that had a mezzanine deal with a PIK option that was risky by design. It sat under a stack of senior debt, paid a 12% floor with LIBOR upside, and the lender was ready to take over and run the business if needed.

That was exactly the type of risk they were built (and paid) to take. Today’s PIKs? A very different story — and a sign of where we are in the credit cycle.

Full breakdown here 👇",17,1,1,19,5.88,text,[],https://www.linkedin.com/posts/nathansaperia_private-credit-sells-itself-as-fearless-capital-activity-7362149933740695552-3Oki
Erik Lidman,eriklidman,inspiration,7362094465651458049,2025-08-15 12:15:01.712,"After 25 years in FP&A, I noticed every new FP&A analyst goes through 5 stages:

Stage 1: Senior leadership will love my detailed analysis

Stage 2: Why can't Sales give me accurate pipeline data?

Stage 3: Just one more review before sending...

Stage 4: This is just how finance works

Stage 5: It's not about accuracy, it's about influence

Most FP&A analysts get stuck in Stages 2-3.
Your technical skills matter less each year.
The best analysts reach Stage 5 fastest.

Here's how:

1. Accept being wrong

  - Start discussing risks openly
  - Stop defending your forecasts
  - The analyst who's never wrong is the analyst nobody trusts
   
Lead your presentations with what could go wrong, not what's going right
   
2. Master the pre-meeting game

  - Build your coalition of supporters early
  - Know who needs to look good in front of whom
  - Real decisions happen before the official meeting
   
The quiet VP who never speaks? That's your most important audience
   
3. Write less, say more

  - Delete 80% of your deck
  - Keep one controversial slide
  - Make them uncomfortable enough to pay attention
   
If your presentation doesn't make someone nervous, it's probably useless
   
4. Own the I don't know

  - Stop making up explanations
  - Build credibility through honesty
  - Turn uncertainty into action items
   
‘I don't know, but here's how we'll find out’ is your most powerful phrase
   
5. Break the process prison

  - Challenge everything that ‘we've always done’
  - Be the person who simplifies, not complicates
  - Most processes exist because someone messed up once
   
If you can't explain a process in one sentence, it needs to end.
   

Fewer meetings. Better outcomes. Faster growth.",733,37,35,805,5.05,text,[],https://www.linkedin.com/posts/eriklidman_after-25-years-in-fpa-i-noticed-every-new-activity-7362094465651458049-8AGH
Wouter Born,wouterborn,inspiration,7362094462958788608,2025-08-15 12:15:01.07,"Yesterday, I customized GPT-5 for finance and shared it with 23,000+ CFOs. When you customize GPT-5 with your role, your style, and your priorities, you turn a $20/month subscription into your most valuable financial and life asset. 

The other day I asked GPT-5, “What’s my top priority today?”

It returned a list that perfectly matched my agenda, risks, and deadlines, because it remembered my context.

That’s the power of customization.

Stay strategic even when distracted. Move from scattered to structured in seconds. Get prioritization help that knows your business.

You wouldn’t hire a CFO who forgot your business model every time you spoke.

Don’t settle for an AI that does.

Take 10 minutes. Customize GPT-5: https://lnkd.in/dyaS4uH7

AI CFO Office",72,17,2,91,23.61,text,[],https://www.linkedin.com/posts/wouterborn_yesterday-i-customized-gpt-5-for-finance-activity-7362094462958788608-IyWr
Nicolas Boucher,bouchernicolas,partner,7361889986490576896,2025-08-14 22:42:30.081,"CFO Mistake number 1: not using AI

Read further to discover the roadmap I have give to over 1,000 CFOs:
(the roadmap below is based on many minutes of transcripts worth thousands of dollars of consultation)

1) Foundation First — “Crawl”
Why: Before anything clever, make AI safe, accessible, and pointed at work data.

How:
- Pick the stack your company already trusts (Microsoft → Copilot 365; Google → Gemini)
- Issue professional licenses (not just to managers) and turn on meeting transcripts
- If you’re not on Microsoft, ChatGPT Teams gives SOC2-type protections and connectors (Dropbox/Outlook/etc.).


2) Quick Wins that Stick — “Walk”
Why: Early, visible wins build trust and momentum.

How: Start with 2–3 wins any team can repeat:
Auto-summarize meetings and extract actions from transcripts
Draft monthly review from call notes
 

3) Teach the Team, Not the Tool — “Organize”
Why: Licenses don’t equal adoption; cadence does

How:
- Launch a Teams/Slack channel for daily use-cases + Q&A
- Run bi-weekly “lunch & learn” show-and-tells.
- After 6–8 weeks, hold a 2-hour hackathon focused on building agents/GPTs for real finance tasks
 

4) Projects vs. GPTs — “Systematize”
Why: Consistency beats clever prompts.

How:
- Use Projects to hold client/company-specific files & context.
- Use Custom GPTs/Agents for repeatable tasks across clients (cash/flux analysis, email templates). Then call the GPT inside each project for consistent behavior. 


5) Data Foundations, Light — “Un-silo”
Why: Most pain is messy, disconnected data; you don’t need a new ERP to start.

How:
- Stand up a light harmonization layer: use Zapier (fast) or N8N (flexible/self-hosted) to sync keys and push clean events between CRM, support, and accounting.
- Apply fuzzy matching on org names/addresses; standardize a master table. 

 
6) Automate the Repetitive — “Run”
Why: Free up 20–40% of team time with safe, deterministic workflows

How:
- Use Power Automate/Office Scripts (Microsoft) to script repeatable flows: save attachments to SharePoint, transform Excel → PowerPoint, label emails, schedule reports.
- Let AI write the scripts; humans review once. 


7) Build Finance Agents — “Augment”
Why: Agents replace the human triggering AI by an automatic triggering: “do the thing when X happens.”

How:
- Start with agents for commentary drafting, classification, vendor form filling, or monthly flux notes
- Share agents internally so anyone can reuse and adapt 
- Tools: n8n, Copilot Studio or Zapier 


I have many other frameworks to share based on my transcripts.
Let me know in the comments if you want me to continue to share them!",102,14,13,129,13.73,text,[],https://www.linkedin.com/posts/bouchernicolas_cfo-mistake-number-1-not-using-ai-read-activity-7361889986490576896-npqg
Wouter Born,wouterborn,inspiration,7361825549180190720,2025-08-14 18:26:27.029,"How to customize GPT-5 for finance

I see finance people treating GPT-5, the most powerful model from OpenAI, like Google Search:

Type a question. Get a generic answer. Move on.

But that’s not how the best CFOs and finance builders use GPT-5.

The real advantage isn’t just the model upgrade. 

It’s the setup.

When you customize GPT-5 with your role, your style, and your priorities, you turn a $20/month subscription into your most valuable financial and life asset.

With memory on, GPT-5 can retain your business context, learn your preferences, and act like a chief of staff who never forgets.

Today you’ll learn how to:

1. Enable and configure GPT-5’s Custom Instructions.

2. Write a CFO-grade setup that shapes every answer.

3. Apply 1 high-leverage finance prompt.

Let’s dive in: https://lnkd.in/dUc2FcHw",0,0,0,0,0,text,[],https://www.linkedin.com/posts/wouterborn_how-to-customize-gpt-5-for-finance-i-see-activity-7361825549180190720-WIV7
My Profile,saulmateos,own,7361768900117635073,2025-08-14 14:41:20.84,"How great FP&A teams build trust with operators

Most FP&A teams think their job is to be right.
Right numbers.
Right variance explanations.
Right forecast.

But here’s the truth

Operators don’t care if your forecast is 99.8% accurate if it doesn’t help them make better calls.

Trust is built when your numbers line up with their reality.

→ Sit with them before you model
Understand how sales actually closes deals, how ops delivers, how product ships.
Your assumptions should match the ground truth not just last quarter’s trend line.

→ Speak their language
Don’t hand a GM a 20-tab Excel file.
Translate the numbers into metrics they live with daily: leads, cycle time, output per head.

→ Flag problems early
Don’t wait until the monthly review to point out the red flags.
A quick heads-up builds more trust than a polished report delivered too late.

→ Adjust when reality changes
If the operator’s world shifts mid-month, your model should shift too.
Static forecasts lose credibility fast.

Accuracy matters.
But alignment gets people to actually use your numbers.

That’s the difference between FP&A that reports and FP&A that drives decisions.

How do you make sure your numbers match the operator’s reality?",10,7,0,17,70.00,text,[],https://www.linkedin.com/posts/saulmateos_how-great-fpa-teams-build-trust-with-operators-activity-7361768900117635073-AHVO
Nathan Saperia,nathansaperia,inspiration,7361752436157386753,2025-08-14 13:35:55.526,"Champagne sunsets for some. Spreadsheet marathons for others.
Offsites, late nights, and interdepartmental fights…

For executives, annual planning often means scenic venues, strategy decks by day, and champagne toasts at sunset — from the outside, the most wonderful time of the year (cue the Christmas music).

For FP&A, it’s different.

This is when the other kind of offsite begins — one that’s not on the beach. (cue the ""most wonderful time of the year"" — this time being an inside joke from FP&A analysts. IYKYK.)

The annual planning cycle has a rhythm:

• Leaders align on vision and big bets.
• FP&A translates them into a detailed annual operating plan — revenue targets, capital allocations, expense budgets, scenarios.
• Departments negotiate. Sales pushes targets, marketing wants more money, ops warns on capacity.
• After rounds of iteration, numbers lock and targets roll out. 

Cross your fingers that your board is on board.

For 10 years, I’ve lived this cycle start to finish.

Tomorrow I'm heading out on vacation, my tradition to rest up before the storm. My own (self funded) leadership offsite. It's important.
 
Because as exhausting as budget season can be, it’s also productive.

You get unfiltered conversations across the firm.
You see multiple perspectives.
You fit the puzzle pieces together so the company can succeed.

It’s not just about locking in numbers — it’s about stitching strategy to execution.

I’m signing off for the next couple of weeks.

This year it's a little bit different — I'm not resting to run a budget process, but instead resting to be there for you through your budget process.

I’ll miss you all, but I hope you get your own time of calm before the storm.

I’ll be back here to support you in the tough but rewarding FP&A planning season come September.

#FPandA #Budgeting #OCFOAdvisory #AnnualOperatingPlan",6,0,1,7,0.00,text,"[""#FPandA"", ""#Budgeting"", ""#OCFOAdvisory"", ""#AnnualOperatingPlan""]",https://www.linkedin.com/posts/nathansaperia_fpanda-budgeting-ocfoadvisory-activity-7361752436157386753-uTc-
Wouter Born,wouterborn,inspiration,7361732083322392576,2025-08-14 12:15:03.032,"13 reasons why CEOs frustrate CFOs: 

1. Punish transparency when the numbers are ugly.

2. Treat finance as a brake pedal, not a growth engine.

3. Demand growth but refuse to fund the drivers of it.

4. Ignore every financial projection until the crisis hits.

5. Expect perfect audits but reject compliance funding.

6. Want instant reports but invest in outdated systems.

7. Announce big goals without checking if the cash exists. 

8. Announce acquisitions without looping in finance early.

9. Blame the CFO for market shifts they could not control.

10. Ask for cost cuts but keep every executive perk untouched.

11. Change priorities mid-quarter with no alignment to the plan.

12. Approve massive spending, then panic when liquidity is tight. 

13. Push for ‘financial transformation’ but never change leadership habits.

TAKEAWAY

When a CFO resigns, the balance sheet already saw it coming.

P.S. I'm gathering 100 CFOs under one roof in Dubai on September 26th. It’s an intimate, invite-only event and designed for finance leaders who want to shape the future with AI. You can join us: https://luma.com/5udk521n",972,86,59,1117,8.85,text,[],https://www.linkedin.com/posts/wouterborn_13-reasons-why-ceos-frustrate-cfos-1-activity-7361732083322392576-8zuy
Erik Lidman,eriklidman,inspiration,7361732079409119232,2025-08-14 12:15:02.099,"Imagine this: it's 11:47 p.m. on a Thursday.

A junior analyst stares at his screen, palms sweating.

The board needs their risk model by 8 a.m.

His only tool? Excel.

Twenty sheets deep. Countless hidden formulas. A maze of manual inputs.

One misplaced click is all it takes. A simple sum replaces an average.

Morning comes. The executives scan the numbers.

'Risk levels normal,' they nod with confidence.

They're wrong.
Weeks later: $6 billion becomes a statistic.

The gut punch?

It wasn't a complex error.

Excel did exactly what it was told. A human moment costs billions.

Here's what needs to change:

1. Drop the hero culture:
   
Stop celebrating analysts who pull all-nighters fixing spreadsheets. Start celebrating teams that build robust, automated systems. Your best people shouldn't be debugging formulas at midnight.
   
2. The 10X rule:
   
If a spreadsheet takes more than 10 minutes to review or requires more than 10 clicks to update, it's not a tool anymore. It's a liability. Automate it or rebuild it.
   
3. Version Zero principle:
   
Before opening Excel, ask: If we were building this process from scratch today, with modern tools, would we use spreadsheets? If the answer is no, don't add another band-aid to a broken system.
   
The reality?

While Excel remains stuck in the 90s, markets move at light speed.

Modern financial institutions are using:

- Cloud-based risk engines
- AI-powered data validation
- Real-time collaborative platforms
- Version control systems for audit trails

Finance still runs on manual spreadsheets.

Not because it's safe, but because it's familiar.

But in high-stakes markets, familiarity is a trap.

The next $6 billion mistake isn't a question of if, but when.

The only question is, what's your breaking point?",389,40,22,451,10.28,text,[],https://www.linkedin.com/posts/eriklidman_imagine-this-its-1147-pm-on-a-thursday-activity-7361732079409119232-RhvH
Erik Lidman,eriklidman,inspiration,7361390693677789184,2025-08-13 13:38:29.125,"3 answers CFOs want from FP&A:

1. Why do we need 15 approvals for a $5K spend?
 
Beyond standard overhead. Smart CFOs want FP&A to quantify the cost of being complicated. Why do we need 15 approvals for a $5K spend? What's the real price of running 27 different commission structures? When FP&A measures process bloat, they expose millions in hidden costs. Too many FP&A teams accept complexity as necessary.
 
Each ‘special case’ process isn't just extra work. It's a $500K annual tax on efficiency.
 
2. Which metrics are we too afraid to track?
 
Not just safe dashboards. CFOs need FP&A to quantify the unspoken disasters. What's the dollar impact of our ‘consensus culture’ that delays every decision by 3 months? How much do we lose letting underperforming executives keep their vanity projects? Most FP&A teams avoid career-limiting metrics. But CFOs want the numbers that expose institutional blind spots.
 
Politics costs more than payroll. Track the real expense of avoiding hard conversations.
 
A 20-person meeting repeated weekly isn't collaboration, it's a $2M annual performance tax.
 
3. Where are our automation investments failing?
 
Not just ROI calculations. CFOs want FP&A to expose where digital transformation actually creates new costs. Why did our AI project need 5 new hires to manage it? Are we really saving money with that new system, or just shifting costs? When FP&A tracks total impact, they prevent expensive mistakes.
 
A $2M software system isn't savings if it creates $3M in new process costs.
 
LESSON

FP&A isn't just monitoring budgets.

Innovation isn't just new technology.

Successful companies want FP&A who balance both:

1. The insight to see hidden patterns
2. The courage to challenge popular initiatives

CFOs want partners who spot real waste.

And protect sustainable growth.",168,19,7,194,11.31,text,[],https://www.linkedin.com/posts/eriklidman_3-answers-cfos-want-from-fpa-activity-7361390693677789184-UwIX
